,text,likes,timestamp
781,"Meitei civilians are openly brandishing assault rifles in the presence of the media, highlighting a concerning situation in Manipur. 3000-4000 gun wielding men roaming in the valley with thousands more conscripted through Arambai on a daily basis- recipe for disaster! You can't…",452,08-08-2023
782,"Mr Gogoi should also includes West Bengal, Haryana, Rajasthan & Chattisgarh & allow both Opp & Ruling parties to have a detailed discussion, and also the reference of how Myanmar tribes occupied Manipur & started Poppy cultivation in Hills of Manipur. Nation must know everything.",11,08-08-2023
783,"Chairperson of Delhi Commission for Women Ms. Swati Maliwal, who once served as Advisor to CM of Delhi on Public grievances and also an Indian Activist has the guts to speak it out for fellow Indian Kuki_Zo women and the people of Manipur at large. 

#PresidentRuleInManipur…",1049,08-07-2023
784,"PHOTO | The incident (Manipur viral video) took place in May, why the opposition delegation visited the state in July just ahead of the Monsoon Session? Wasn't it just a photo-op? Why the opposition is not talking about crime against women in Rajasthan?"" says Independent MP…",929,08-08-2023
785,Maiam state wide protest against the burning Manipur Issue,129,08-08-2023
786,"They have shamelessly ravaged Manipur, successfully created cracks in Haryana, bulldozed more minorities, brute-forced draconian bills, not held anyone accountable for Balasore, given bail to molesters and parole to rapist murderers, and maintained silence on China.

Governance.",164,08-08-2023
787,इधर उधर की बात करेंगे पर मणिपुर पर नहीं बोलेंगे।#Manipur,98,08-08-2023
788,"कांग्रेस की नीतियों के कारण, हमारे प्रदेश में अनधिकृत प्रवासी या घुसपैठिए आ गए, और इस गलती को सुधारने के लिए राजीव गांधी को मजबूरन असम समझौता स्वीकार करना पड़ा।

Let me share the chronology of ethnic violence since 1990 in Manipur

#CongBetraysNorthEast",1899,08-08-2023
789,"No confidence motion laye hai yeh be 

Aur baat Manipur ki kar rahe hai 

Is per bhi jawab milega 

Pele toh sab dotted wale jaayenge 10jp sab se jyada",0,08-09-2023
790,"Hmmm!!

Nagpur is part of India..and..... Manipur?",171,08-08-2023
791,He is also a supporter of Narco terrorist in the present conflict in Manipur,0,08-09-2023
792,"As Gaurav Gogoi posed three questions for PM Modi over inaction on Manipur, Sansad TV began listing government schemes or sectors which have seen success.

The ticker read: “India comes second in ayurvedic and herbal medicine exports…”

newslaundry.com/2023/08/08/n…",720,08-08-2023
793,"असम के सांसद #Gogoi ने संसद में दावा किया कि मणिपुर के एक प्रतिबंधित चरमपंथी संगठन ने #Manipur चुनाव में BJP का समर्थन किया है।

BJP का इतिहास रहा है कि वो चुनाव जीतने के लिए हमेशा आतंकवादी संगठनों और देशद्रोहियों का सहारा लेती रही है।",71,08-08-2023
794,"Prashant Bhushan caught spreading fake news amid Manipur unrest, calls Dehraduni singer and her father Manipuri- ‘one Kuki, other Meiti’: Details
  opindia.com/2023/08/prashant…",349,08-08-2023
795,"This are the #Kuki_Zo who took part in the rally against #ScheduledTribe demand where one can see #Ak47 armed #KukiChinTerr0rist among the crowd. This is in at #TiddimRoad at the village of Torbung, where the very FIRST act of arson and vandalism was started during this 3 month…",21,08-07-2023
796,"Is he the Vice President of India and the Rajya Sabha chairman, or a BJP leader?
Why shouldn't the Manipur issue be discussed in the parliament?
Why does the VP of the country get so upset when the word Manipur is said on the floor?",3016,08-08-2023
797,"यह तस्वीर 2007 के राष्ट्रपति चुनाव की है। इस चुनाव में श्रीमती प्रतिभा पाटिल को 638,116 मत मिले और श्री भैरों सिंह शेखावत को 331,306 मत मिले। वोट डालते वक्त अटल जी को व्हीलचेयर छोड़ कर तकलीफ़ झेलते हुए अंदर जाना पड़ा। भाजपा को मालूम था की भैरों सिंह जी बुरी तरह से चुनाव हारेंगे…",13105,08-08-2023
798,"Breaking News

Today Manipur Police filed FIR against India's oldest millitary force, Assam Rifles

Thank You @AmitShah. 

What a day to be alive",529,08-08-2023
799,"Himanta Biswa Sarma exposes Congress on Manipur 

Because of The wrong policy adopted by the Congress Party during the formative years, today Northeastern state is not able to resolve various disputes that exist in our region from the time we've attained freedom “",978,08-08-2023
800,"The beauty of Manipur lies in its diversity and unity. Don’t let the forces of oppression and violence tear it apart.

#SaveManipur #IYCSansadGherao",1108,08-08-2023
801,कल LS में @nishikant_dubey ने #Manipur पर कहा कि मेरे मामा NK Tiwari ने कश्मीर में आतंकवाद से लड़ते हुए अपनी एक पैर गँवा दिया जिनकी बहादुरी और देशभक्ति कि चर्चा जगमोहन ने अपनी किताब में 10बार किया है लेकिन ज़ब वही तिवारी मणिपुर में IG बनके गये तब अफीम-माफियाओं के दबाव में 👇,2,08-09-2023
802,"Narcotic Supply Chain Nexus And Demographic Changes In Hills Districts Of Manipur Curbing Peace And Social Harmony
thepamphlet.in/english/manip…",14,08-07-2023
803,"The Assam Rifles personnel deployed at the Moirang Lamkhai checkpoint in Manipur's #Bishnupur, have been replaced by police and CRPF personnel, following an order by the #Manipur government.
(@JournoAshutosh, @aajtakjitendra)

indiatoday.in/india/story/ma…",4,08-08-2023
804,"The Meitei hindus have started attacking Muslims in #Manipur.

The Muslims helped the Christian Kukis who were under attack from hindus and now Muslims are facing attack.
The well armed hindus have the support of Police and government.

The hindus killed several Christians.",184,08-08-2023
805,"@majoramitbansal reveal the truth on how #Meitei_Militants operate in Manipur. The Qs as to why #ManipurViolence continue for so long & what has gone wrong is  succinctly explained here.
No effort by the State Govt to retrieve those weapons & Ammo. In fact, more lootings allowed!",599,08-08-2023
806,"What a lovely, and moving speech by Arundhati Roy on the trials and tribulations in India today. ""Country is burning; It is ethnic cleansing in Manipur....Kerala should be role model.""
@CPIMKerala leads the way.
Do watch: web.facebook.com/watch/?ref=…",12,08-09-2023
807,"#Manipur | मणिपुर से मैतेई समुदाय के 3 लोगों की मौत की खबर सामने आई है

Col Hunny Bakshi, @colhunnybakshi ने @RitikaChandola से बातचीत में इस ओर इशारा करते हुए कहा था कि इतनी आसानी से ये हालात नियंत्रण में आ सकेंगे, यह संभव नहीं है।

LINK: piped.video/E0N__49n8Ew 

#Meitei",65,08-07-2023
808,Congress had not only insulted North East people but also neglected the region which had resulted in the formation of large numbers of militant organizations. The present problem in Manipur is the result of the long Congress misrule.,308,08-08-2023
809,"⛔️EXPOSED⛔️

SPEAK WHAT YOU SEE. ✊🏻

Blessed to have this particular community for speaking out. Religious places as a bunker ?? That’s wholly WRONG. 
The fact that Meiteis never respect holy places since the mayhem lead us to question the security/safety of our lives. 
#Manipur",275,08-08-2023
810,"मै फिर याद दिला रहा हूँ जैसे ही भाजपाई संसद मे मोदी मोदी के नारे लगाना शुरू करे आप लोग इंडिया इंडिया के नारे लगाना शुरू कर देना

एकदम भाजपाईयो को बेनकाब कर देना है।",1669,08-08-2023
811,"Tweeted this three days ago. And…..
#Manipur_Violence #Manipur",20,08-08-2023
812,"Congress first speaker, Gaurav Gogoi, reproduced the grim scenario in Manipur through a powerful speech. BJP first speaker Nishikant Dubey's only reference to Manipur was that his Mama was a police officer there. He spent his time on Robert Vadra & Congress.

#NoConfidenceMotion",46,08-08-2023
813,Lol.. being impressed with him is no harm. But he failed and moreover the parliament doesnt allow you to speak on Manipur.. where is democracy?  BJP is of the ppl? BJP . is for the ppl? BJP is by ppl? It's only Off the ppl! Far the ppl and and Buy the ppl.Pathetic to see ppl lk u,0,08-09-2023
814,"‘She is a minor, I am worried: Father of Dehraduni singer files complaint against Prashant Bhushan after he spread fake news amid Manipur unrest, talks to OpIndia

#OpIndiaExclusive

opindia.com/2023/08/father-d…",2454,08-08-2023
815,"""𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 & 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚""

Our message 👆to All Ranks deployed in #Manipur for restoring peace & normalcy 

@adgpi 
@easterncomd 
@official_dgar",836,08-08-2023
816,"""Suspension Follows Derek O'Brien's Call for Discussion on Manipur in Indian Democracy""

""When Manipur is prohibited in Indian democracy.

Derek O'Brien: Sir, my point of order.

Chair: What's your 'point of order'?

Derek O'Brien: We are ready for a discussion on Manipur.…",0,08-09-2023
817,"Prashant Bhushan caught spreading fake news amid Manipur unrest, calls Dehraduni singer and her father Manipuri- ‘one Kuki, other Meiti’: Details

opindia.com/2023/08/prashant…",1033,08-08-2023
818,"Your comment on Bhagwat Gita was not in good taste. Manipur coverage was poor. Your China bashing is great. Overall grade B, needs little more improvement on your content",0,08-09-2023
819,"Haha!
Dear @dhruv_rathee , your attempt 2 bring in some kind of equivalence between Meiteis with their ""cousins"" & between Kukis & their ""cousins"" ,regarding infiltration & their emotional connection, is totally an unnecessary & false premise! Read more & dig deeper!
#Manipur",31,08-08-2023
820,"ANNOUNCEMENT 
OF 
DECLARATION 
OF
INDEPENDENCE 
OF 
MANIPUR 
FROM
INDIA
on 
29th Oct 2019 at London.

The Maharaja is now BJP  Rajyasabha MP.

@AmitShah @rashtrapatibhvn
@AmitShahOffice @ShashiTharoor @Jairam_Ramesh @derekobrienmp @PIBHomeAffairs @Pawankhera 
 @sardesairajdeep",13,08-08-2023
821,"Be it Manipur issue or Rajasthan, we must speakup the issue without mixing politics. Oh God, think about the sufferings and pain of these helpless humans. What kind of people handling power!!!",0,08-09-2023
822,"""2 BJP MPs from Manipur were not allowed to speak in parliament today.""

Congress MP Gaurav Gogoi. 
#NoConfidenceMotion",2057,08-08-2023
823,"VIDEO | ""I have three clear-cut questions to the PM. First, why didn't he go to Manipur? Second, why did it take nearly 80 days for him to speak on Manipur and when he spoke, he did for just 30 seconds. Third, why didn't you remove Manipur CM?"" says Congress MP @GauravGogoiAsm in…",322,08-08-2023
824,I wholeheartedly welcome the Honourable Supreme Court’s decision to appoint an all-women committee to intervene and monitor relief measures in violence-torn Manipur. This broad-based committee is a welcome step to ensure greater involvement of women in overseeing crimes against…,36,08-08-2023
825,"Who is Terrorist is an Elephant Question?

A man (Kuki) defends his village and Land to protect his people, or Someone (Meetei) who carries sophisticated weapons in broad daylight and attacks the Village defender with the help of the Manipur Government.

It doesn't mean we (Kuki)…",437,08-08-2023
826,"10/Prominent overseas Chin-Kuki group like NAMTA, led by theologians with ties to Church, conducts anti-India efforts. They engaged EU Parliament, influenced World Bank against a Manipur project, and allied with other anti-India entities. Media cells amplify these actions,…",3,08-09-2023
827,"Is he the Vice President of India and the Rajya Sabha chairman, or a BJP leader?
Why shouldn't the Manipur issue be discussed in the parliament?
Why does the VP of the country get so upset when the word Manipur is said on the floor?",3017,08-08-2023
828,"The collective conscience of the bjp Reopening a case of 1989 without having done anything for the victims of the same case who still try and register their protest and voices of no help from the government. 

Do they not hear the voices of Manipur, continuous cries for help from…",23,08-08-2023
829,"""Today we are in a situation 

Where women are justifying rape

Where women are asking men to rape other women

Not just Manipur it's all over the Nation

Manipur is witnessing a kind of ethnic cleansing.The centre is complicit., the state is partisan, and the security forces are…",218,08-08-2023
830,"Clarity of thought from Team INDIA 

versus 

Stonewalling of #Manipur discussion from BJP govt",467,08-08-2023
831,"कांग्रेस की नीतियों के कारण, हमारे प्रदेश में अनधिकृत प्रवासी या घुसपैठिए आ गए, और इस गलती को सुधारने के लिए राजीव गांधी को मजबूरन असम समझौता स्वीकार करना पड़ा।

Let me share the chronology of ethnic violence since 1990 in Manipur

#CongBetraysNorthEast",1904,08-08-2023
832,"A Mosque on the frontline of Manipur’s ethnic conflict was turned into a bunker by Meitei armed groups with Police Commandos.

I’m aware that the #Meiteis have no respect to Holy places yet reminding them that ‘No Worship places should be used for the war-zone but only for…",385,08-08-2023
833,"Leader of Congress in Lok Sabha Mr @adhirrcinc : 

Sir, ये सोचा था कि @RahulGandhi जी का भाषण होगा, और राहुल गांधी जी का भाषण नहीं हुआ तो ये (सत्ता पक्ष - BJP) गुग़ली खा गए

#LokSabha #Manipur",2549,08-08-2023
834,"Manipur Police for #MeiteiCM Biren is like the SS is for Hitler in Nazi Germany. This order is meant to annihilate the #KukiZo. 
#ManipurGenocide
#SOS",109,08-07-2023
835,"Is he the Vice President of India and the Rajya Sabha chairman, or a BJP leader?
Why shouldn't the Manipur issue be discussed in the parliament?
Why does the VP of the country get so upset when the word Manipur is said on the floor?",3018,08-08-2023
836,"Himanta Biswa Sarma exposes Congress on Manipur 

Because of The wrong policy adopted by the Congress Party during the formative years, today Northeastern state is not able to resolve various disputes that exist in our region from the time we've attained freedom “",979,08-08-2023
837,OMG THIS MAN IS SAYING THAT WHATEVER IS HAPPENING IN THE NORTHEAST IS BEING DONE By THE PM 😳 on his behest and he knows eVVerything that’s happening im Manipur 😳😱🥲,0,08-09-2023
838,"5/Exploiting wanna-be influencers lacking ethics, they've roped in jokers seeking a huge following. Devoid of insight into Manipur's realities, their aim is relentless Twitter engagement, fueling a cycle of false narratives. Case in point: @paulphoenix1985, a Bengal swindler.…",3,08-08-2023
839,"BJP changed 3 Chief Ministers in Uttarakhand before elections,

BJP changed 2 Chief Ministers in Tripura before elections,

BJP changed 2 Chief Ministers in Gujarat before elections,

Then what is the compulsion of not changing the Manipur CM?

~ Gaurav Gogoi belt treatment. 🔥🔥",1802,08-08-2023
840,"Happy to note that my poem, Poo Nagam is translated in Kannada.
Thank you @Kumars for your thoughtful efforts to spread my poetry across languages.

Let us all continue to raise our voices against the violence unleashed in Manipur.
#ManipurViolence",37,24-07-2023
841,"Bulldozing Tribals in Manipur

◾Is there any doubt that it is Ethnic Cleansing?

Tribal colony in #Imphal is forcefully & illegally evicted by #BirenSingh and Destroy Houses including Church.
 
It's perceivable that he's planning a Civil War against the Tribals.…",280,08-08-2023
842,"The truth behind Narendra Modi's silence on Manipur lies deep under the earth. 

It had been reported that GSI surveys have found huge deposits of  precious metals under the hills in Manipur, where tribals are living for over thousands of years, known as home of tribals.…",271,08-08-2023
843,Very same police who failed to protect it's citizens in #Manipur,0,08-09-2023
844,"A friend shared this video with me, how #Kukis lost everything, had to flee #Manipur...With all this, we are quite impassive about people beheaded, raped & children burned alive.   If this is not barbarism, what is?
#ManipurBurning #india 
@INCIndia @IYC
piped.video/shorts/xicuiaONQ…",32,08-08-2023
845,Well done Meitei unity in exposing Ashok Swain and countering his nefarious agenda. You will win against the insurgents and any evil within Manipur,0,08-09-2023
846,"jo bol rahe hain: मिल गया ना घर, एहसान मानिए प्रधानमंत्री जी का unka dimag unke pichh 💩 wade me hai, kyunki dimag wala ko pata hai wo court case jeeta hai modi ke beimaani ke upar

#ravikishan 
#ModiVsAll 
#RahulGandhi 
#AmitShah",0,08-09-2023
847,"The chapter: Assam Riffles

Wide Poppy cultivation is found around the Assam Riffle camps in Manipur.

We found the reason why #Kuki and #AR have such relationships.

@Spearcorps @adgpi @PIBHomeAffairs @AbhijitChavda @ramindesai @BDUTT @kartikeya_1975 @brijeshpandey27 @AmitShah…",92,08-08-2023
848,"Very true, they can never claim as indigenous tribes of Manipur is evident from their own devastating action against the environment",0,08-09-2023
849,"Derek O’Brien also suspended from the Parliament now. 

Narendra Modi is neither talking  about Manipur nor letting anyone talk about Manipur. 

Na khaunga na khane doonga has now graduated and become ‘Na bolunga na bolne doonga’.",208,08-08-2023
850,"Can we drop the positive side and let's look at the negative ones too? Manipur ain't the only problem we faced in 9 years. Also ""grown a lot economically"", remember how much our currency lost its value after 2016?",0,08-09-2023
851,"Watch my press conference 👇. I have elaborated extensively on how Cong has betrayed the North East, particularly in reference to the current situation in Manipur.",841,08-08-2023
852,"‘She is a minor, I am worried: Father of Dehraduni singer files complaint against Prashant Bhushan after he spread fake news amid Manipur unrest, talks to OpIndia

#OpIndiaExclusive

opindia.com/2023/08/father-d…",2455,08-08-2023
853,"Video of Poppy Plantation around Assam Riffles camp (Oroan top, Sajik Tampak, Manipur)
Location: goo.gl/maps/dz97uirb9aqsGqH4…

@ramindesai @dintentdata @AbhijitChavda @VLDMIRADITYNATH @BabaKPS86 @sankrant @desimojito @DivyaSoti @pushkal_dwivedi @KreatelyMedia #NarcoTerrorism #Manipur…",105,08-08-2023
854,"What did PM Modi Govt & CM Biren Singh Govt do to contain Manipur unrest & help innocents?

Thread

1/n",14423,20-07-2023
855,"BJP has two MPs from North east but no one denied what I said about the situation of Manipur, says Congress deputy leader in Loksabha @GauravGogoiAsm Ji. 

Foul mouthed Nishikant dubey was allowed but they didn’t allow their MPs from North east to speak.",1906,08-08-2023
856,This is what the official version of the state government of Manipur would have recorded. Shades of 2002.,276,08-08-2023
857,"Of course we are going to the Moon 
But looking at Manipur it seems that we are not even worthy to live on earth!!! People who agree with me will definitely share the post. #manipur #india #women #people",77,08-08-2023
858,"कांग्रेस की नीतियों के कारण, हमारे प्रदेश में अनधिकृत प्रवासी या घुसपैठिए आ गए, और इस गलती को सुधारने के लिए राजीव गांधी को मजबूरन असम समझौता स्वीकार करना पड़ा।

Let me share the chronology of ethnic violence since 1990 in Manipur

#CongBetraysNorthEast",1906,08-08-2023
859,"The beauty of Manipur lies in its diversity and unity. Don’t let the forces of oppression and violence tear it apart.

#SaveManipur #IYCSansadGherao",1110,08-08-2023
860,manipur bhi kuchh boliye amit shaah G,1,08-09-2023
861,"‘मणिपुर की कुकी और मैतेई, साथ गा रहे गाना’: प्रशांत भूषण एन्ड गैंग ने फैलाया फेक न्यूज़, उत्तराखंड की पिता-पुत्री का वीडियो डाल किए झूठे दावे

#PrashantBhushan #Manipur 

hindi.opindia.com/fact-check…",1274,08-08-2023
862,"I can say with unflinching confidence that the Indian government will break the back bone of the narcotics business in Manipur and people whether political, militants or foreign players looking for an alternate to Afghanistan will face the heat. Manipur will grow economically…",2792,08-08-2023
863,"jo bol rahe hain: मिल गया ना घर, एहसान मानिए प्रधानमंत्री जी का
unka dimag unke pichh 💩 wade me hai, kyunki dimag wala ko pata hai wo court case jeeta hai modi ke beimaani ke upar",0,08-09-2023
864,"Non Pariwar badi Corrupt Sangh Pariwar tumhara pas Police hai Army hai Intelligence agencies hai ye kya Manipur may dekhna milta hai
Bolta hai Double Engine Sarkar Nari ki ye Bibhasch drushya tumko saram nehi deta 
Tera MP bolta hai kab hua kese hua kahan hua evidence do nirlaz",0,08-09-2023
865,"The Supreme Court on Monday said that it will pass a slew of directions in relation to the Manipur violence cases to ""restore a sense of faith in the rule of law and build a sense of confidence"".
Read more: rb.gy/ius1p
#SupremeCourt #Manipur #ManipurViolence…",269,08-07-2023
866,Congress had not only insulted North East people but also neglected the region which had resulted in the formation of large numbers of militant organizations. The present problem in Manipur is the result of the long Congress misrule.,310,08-08-2023
867,"New York's Indian Christians are doing a prayer vigil in front of the United Nations for the Modi regime to reign in the continuing attacks on the Kuki-Zo tribal people, mostly Christians in Manipur.",634,08-08-2023
868,"It has been an incredibly distressing debut Parliament session to see how little regard or concern PM Modi & BJP have for the people of Manipur. 

A PM who parrots “Beti Bachao” has not come to Rajya Sabha for a SINGLE day to speak on the issue despite 267 Notices being issued by…",2140,08-08-2023
869,"In Manipur, state police have filed a case against the Central forces, Assam Rifles for allegedly obstructing them during search operations. I wonder, which one of them is anti-national force?",129,08-08-2023
870,"Manipur police allowed Imphal to happen, they allowed the armoury to be looted. In many cases they protected the mob.",0,08-09-2023
871,The truth has been spoken. With the amount of ammunition and sophisticated arms looted by the Meitei mob...this is the situation. Listen for more in-depth understanding 🫨🤲,147,08-07-2023
872,The national anthem of Manipur,0,08-09-2023
873,"Same like Manipur incident.. 
TRS Government how can u answer this under your rule alcohol is everywhere orphan girl on the way to home from her work was stopped by a monster and ripped her dress she was naked for 10 mins on main road in Jawahar nagar in Hyderabad..
1/2",694,08-08-2023
874,"😂😂😂 It’s a No Confidence Motion and not a debate on Manipur 

Awareness level of your average ‘journalist’",2413,08-08-2023
875,"This is an extremely serious charge against @official_dgar.
If it is indeed shielding Kuki militants and blocking Manipur police from doing their job, it warrants a full-fledged investigation and court martial.
Assam Rifles must also answer: 
* How so many Chin-Kukis have…",179,08-08-2023
876,"Our #INDIA delegation went to #Manipur, but this Govt wants to forget. The count of deaths may be higher. It’s like Rwanda btw Tutsi and Hutu. Mobs of #Meiteis are attacking #Kuki_villages. President’s rule must be imposed and CM dismissed. Is PM a roving salesman? PM must reply.",4,08-08-2023
877,"3) Pic 1: #MeiteiTerrorists disguised in police uniforms and attacked Khoken village ( A Kuki-zo village) in Kangpokpi district. 3 #Kuki_Zo was killed including a 67 year old woman.
Pic2: #MeiteiTerrorists contacted a local tailor to stitch 500 Manipur Police Uniforms.",47,30-07-2023
878,"""I moved the no-confidence motion, I was the first to speak on Manipur issue in the Parliament from Congress. I want to ask the BJP why their Manipur MPs didn't talk about the situation in their state. This shows the BJP is ignoring Manipur,"" says Congress MP - @GauravGogoiAsm",300,08-08-2023
879,"सुनिए @DeepakSEditor को 
Full Video on piped.video/@AviDandiyaOffic… 

#AviDandiya #DeepakSharma #Manipur",85,08-08-2023
880,"Why waste your time using an auto, a bike or a scooty when Manipur Police is nearby. Save Petroleum, Save lives
Go green even if you're getting shot by imaginary bullets on your way to treat your imaginary wound",0,08-09-2023
881,"We, Indians, stand with our armed forces — who've been working to restore peace & normalcy in Manipur.

Only peace provides stability & security necessary for societies to focus on progress & development. Without it, resources & efforts are diverted towards conflict resolution.",0,08-09-2023
882,"The Manipur state force against #Kuki_Zo tribals.
""One bullet one Kuki Militant"" a captioned of a Meitei WhatsApp status posing with an ammunition belt full of automatic weapon ammunition. 

If this is not a state sponsored terrorism, then what is this?

The Manipur state forces…",157,08-08-2023
883,"PM @narendramodi still absconding from #Parliament 

Not a word about #Manipur 

We will continue to challenge and expose his govt and BJP with FACTS both inside and outside parliament. 

INDIA. Jeetega Bharat 

My speech in #RajyaSabha  

Video courtesy @sansad_tv",581,08-08-2023
884,"Roy rightly connects ongoing open violence today in Manipur, Kashmir & across India against oppressed peoples, including women encouraging sexual violence against other women. As @eddyovergold said, patriarchy has no gender

Content warning—discusses physical & sexual violence",8,08-08-2023
885,That’s why Modi is not going to Manipur. He’s still following Nehru’s advice!,0,08-09-2023
886,"Is he the Vice President of India and the Rajya Sabha chairman, or a BJP leader?
Why shouldn't the Manipur issue be discussed in the parliament?
Why does the VP of the country get so upset when the word Manipur is said on the floor?",3019,08-08-2023
887,"You seem to be super inspired by Narendra. 
Will go everywhere but Manipur. Appalling and EMBARASSING to have such leaders.",0,08-09-2023
888,"Meitei womens contribution in Manipur Crisis.
1. Blocking India Army to retrieve back state arms looted by Meitei Radicals.
2. Asking their mens to rape Kuki girl.
3. Burning ambulance with innocent souls.
4. RESCUING MEITEI TERRORIST FROM THE CLUTCHES OF INDIAN ARMY. 
#SOS!",1006,07-07-2023
889,"‘She is a minor, I am worried: Father of Dehraduni singer files complaint against Prashant Bhushan after he spread fake news amid Manipur unrest, talks to OpIndia

opindia.com/2023/08/father-d…",2060,08-08-2023
890,"""𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 & 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚""

Our message 👆to All Ranks deployed in #Manipur for restoring peace & normalcy 

@adgpi 
@easterncomd 
@official_dgar",838,08-08-2023
891,"In Manipur, Meitei Hindutva militants have launched attacks on Kuki Christians and their churches, and now they have initiated attacks on Pangal Muslims and their mosques. The military has taken action to address this situation.",61,08-08-2023
892,It's not whataboutery when goi wants to discuss crimes against women in country ....seems only crime against women has happened in Manipur and nowhere else,8,08-08-2023
893,"Meira Paibis. 
The new militant group in Manipur.",140,08-07-2023
894,ravi kishan ka dimag uske pichh💩wade me hai wo wahi se sochta hai,0,08-09-2023
895,"One of our outspoken Twitter Acc.has been witheld again, Manipur is no different frm NorthKorea under #BirenSingh 's govt. #Meiteiterrorists #Justice4Kuki_ZoTribals #ManipurViolence #SaveKuki_Zo @UN @SAHR_Watch @ANI @EU_Commission @UKParliament @WhiteHouse @UNHumanRights @hrw",23,08-08-2023
896,"BJP has two MPs from North east but no one denied what I said about the situation of Manipur, says Congress deputy leader in Loksabha @GauravGogoiAsm Ji. 

Foul mouthed Nishikant dubey was allowed but they didn’t allow their MPs from North east to speak.",1909,08-08-2023
897,"Manipur Horror: It's The Time for The Rest of India to Wake Up 

(Including the People of Manipur Those Who Voted for #Modi & #BJP)

Yesterday's two decisions of the #SupremeCourt which made it clear that the GoI and the Government of Manipur, the Supreme Court has lost faith on…",403,08-08-2023
898,"As Gaurav Gogoi posed three questions for PM Modi over inaction on Manipur, Sansad TV began listing government schemes or sectors which have seen success.

The ticker read: “India comes second in ayurvedic and herbal medicine exports…”

newslaundry.com/2023/08/08/n…",721,08-08-2023
899,"1. On March 10, ITLF - a Kuki org led a rally against a recent govt eviction activity of people who encroached into reserved forest areas. The government eviction programme happened across all the districts in Manipur but people in Kuki areas reacted so strongly against the…",493,26-06-2023
900,"The remainings of Langol, A Kuki-Zo
area in Imphal, razed to ground by
Meitei Militants with the support 
Of State govt. 
The Centre needs to declare the valley of Manipur as UT and govern it directly.
#SeparateStateOnlySolution",344,08-05-2023
901,"Another feather in Narendra Modi’s cap on the issue of handling Manipur .

Manipur Police fires FIR against Assam Rifles.",226,08-08-2023
902,"PM took a 'maun vrat' to not speak in the Parliament. So, we had to bring the No Confidence Motion to break his silence. 

He needs to answer below :

1) Why did he not visit Manipur to date? 
2) Why did it take almost 80 days to finally speak on Manipur and when he did speak it…",518,08-08-2023
903,"🚨KUKI PROPAGANDA
According to @th_robert there is no ILLEGAL IMMIGRANTS in #Manipur 
Since the beginning of #ManipurViolence he has been lying continuously, changing GOALPOST every TV discussion🚨Shameless creature! 
#SaveMeiteis #ManipurHorror @Pamphlet_in @JNU_official_50",106,08-08-2023
904,"Himanta Biswa Sarma exposes Congress on Manipur 

Because of The wrong policy adopted by the Congress Party during the formative years, today Northeastern state is not able to resolve various disputes that exist in our region from the time we've attained freedom “",980,08-08-2023
905,"""2 BJP MPs from Manipur were not allowed to speak in parliament today.""

Congress MP Gaurav Gogoi. 
#NoConfidenceMotion",2064,08-08-2023
906,"Can you explain when it was the Kangleipak (Manipur) got independence from India? Who are the freedom fighters? Are the Meiteis demanding freedom from the Kuki-Zo people?
Why did the Meiteis target Kuki-Zo people alone while both Kuki-Zo along & Nagas were having joined rally?",0,08-09-2023
907,"Prashant Bhushan caught spreading fake news amid Manipur unrest, calls Dehraduni singer and her father Manipuri- ‘one Kuki, other Meiti’: Details
  opindia.com/2023/08/prashant…",353,08-08-2023
908,He was doing this from 2 days so finally speaker asked him to leave. Instead of sharing small clip and spreading propaganda you should first see full session video. Also Manipur’s issue to be discussed in parliament has been agreed in both houses. Opposition is running now.,0,08-09-2023
909,Congress had not only insulted North East people but also neglected the region which had resulted in the formation of large numbers of militant organizations. The present problem in Manipur is the result of the long Congress misrule.,311,08-08-2023
910,"Indian Freedom Movement and Role Of Kukis

The Indian Revolt of 1857, in the Indian History was the basic foundation for Indian Freedom Movement.

Ethnic Kuki warriors from present Manipur who were not willing to go to France as portals and fought the British for consecutive…",1428,07-10-2023
911,"""𝘾𝙤𝙣𝙩𝙞𝙣𝙪𝙚 𝙩𝙤 𝙗𝙚 𝙁𝙖𝙞𝙧 𝙩𝙤 𝙖𝙡𝙡 & 𝙁𝙚𝙖𝙧 𝙉𝙤𝙣𝙚""

Our message 👆to All Ranks deployed in #Manipur for restoring peace & normalcy 

@adgpi 
@easterncomd 
@official_dgar",840,08-08-2023
912,"NCP Lok Sabha MP Supriya Sule in Loksabha says d biggest achievement of BJP led central government in last NINE years are toppling the NINE different state governments— Karnataka, Madhya Pradesh, Arunachal Pradesh, Uttarakhand, Manipur, Meghalaya, Goa, Puducherry & Maharashtra.",1543,08-08-2023
913,"Orchids, Wild Gingers & other native flora of #Manipur have been nearly wiped out by non-indigenous, non Indian  #chinzokuki kukis doing #illegal #poppycultivation for drug cartels. #narcoterrorists need to be addressed stat @AmitShahOffice @Spearcorps @IndianExpress @the_hindu",35,27-06-2023
