,text,likes,timestamp
1615,"मणिपुर हिंसा मामले में सुप्रीम कोर्ट ने बनाई 3 महिला जजों की कमेटी

◆जम्मू-कश्मीर हाईकोर्ट की चीफ जस्टिस रहीं गीता मित्तल कमेटी की हेड 

◆जस्टिस (रिटायर्ड) शालिनी पी जोशी और जस्टिस (रिटायर्ड) आशा मेनन भी कमेटी में

#ManipurViolence | Supreme court",139,08-07-2023
1616,"Kuki are aggressively encroaching upon the SACRED & HISTORICALLY significant MEITEI territory of TORBUNG
Currently, a calculated scheme by #kukis is unfolding here, as they brazenly plan for burial of illegal immigrants #Manipur #ManipurHorror #ManipurViolence #SaveMeiteis",173,08-07-2023
1617,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2175,08-08-2023
1618,"Vasavi kiro from Jharkhand who came to protest in Delhi.
Thank you Ma'am for standing for Truth.
@aajtak
@AHindunews
@VHPDigital
@Aarya369_
@ashokkmrsingh
@ambedkariteIND
#ManipurViolence 
#manipurterrotist",191,08-07-2023
1619,"Satellite imagery by intl. SatInt. expert Nathan Ruser @Nrg8000 shows extent to which #Kuki carried out their Ethnic cleansing program on #Meitei community of #churachandpur 
Unbelievable scale never seen before in India. 
And who claims is the Victim?
#ManipurViolence
#Kukiing",70,08-07-2023
1620,"@adgpi @Spearcorps @official_dgar @rajnathsingh @easterncomd the replacement of AR on the checkpoint leading to Bishnupur and Lamka(Churachandpur) Borden is akeen to questioning the integrity of the Army Personnel. What will @DefenceMinIndia do.
#ManipurViolence",3,08-08-2023
1621,"FYI : No Meitei women were raped in Churachandpur, this is the fake & cheap propagandas Majoritian Meitei used which escalated the violence boiled since then ! 

#ManipurViolence",3,08-08-2023
1622,"Retired Lt Gen Sukhdeep Sangwan, Former DG, AR on the propaganda that AR is siding with the SoO groups:

“You know what kind of weapons they have in the SoO camps? Bolt action rifles, rusted weapons, very few semi-automatics.""

Link: piped.video/YK05Pm89XvI
 
#ManipurViolence",327,08-08-2023
1623,"The zombies of Churachandpur dreaming about Kukiland after having their daily dose of poppy.

#Manipur #ManipurViolence #ManipurCrisis #ManipurVoilence #ManipurBurning #SaveMeiteis #Save_Meitei_Save_Manipur",94,08-06-2023
1624,#ManipurViolence The #MeiteisMilitants in #ManipurPolice uniforms are using Kwaktha mosque as their bunker to shoot at Kuki-Zo villages nearby to #Kangvai with their looted sophisticated guns & ammunitions. This is an AGENDA to DRAG #PangalMuslims into the conflict! @UN @POTUS,206,08-08-2023
1625,"Excellent investigative report that pieces together the jigsaw about #Modi's ""popular"" overseas programmes and how @BJP4India benefits with funds coming in from the much spoken #Indian diaspora.#NarendraModi #NeverVoteBJP #ManipurViolence #Haryanaviolence
nytimes.com/2023/07/18/world…",1,08-08-2023
1626,"Due to the price of #Ngari is skyrocket right now in Ccpur, my kangvai brother got caught while stealing Ngari in Kwakta, Manipur.
(Source - @afridahussai)

1 Like = 1 Ngari. 

#Manipur #ManipurViolence #SaveMeitei #ManipurCrisis #ManipurHorror",80,08-07-2023
1627,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2177,08-08-2023
1628,And now kukis are playing the victim card with false stories and artificial history just to get their demands. #ManipurViolence,0,08-08-2023
1629,"#ManipurViolence
99% of the Kuki-Zo killed by meiteis were innocent civilians. Whereas, 99% of Meiteis killed were those who attacked Kuki-Zo villages. Arguments such as “look, Meiteis also suffer” will never be successful in covering -up the inhuman attrocities on Kuki-Zo people…",282,08-06-2023
1630,The remarks by the Solicitor General in Supreme Court that 'most of the unclaimed dead bodies' in #ManipurViolence  are 'infiltrators' are highly unwarranted and must be withdrawn immediately toi.in/U-4hIZ/a24gk via @timesofindia,419,08-07-2023
1631,"""Mr PM @narendramodi
@PMOIndia, who the hell do you think you are?""
#ManipurViolence #ManipurBurning 

piped.video/shorts/kjPwfsC3D…",0,08-08-2023
1632,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2179,08-08-2023
1633,"ராணுவ வீரரின் மனைவிக்கு கூட பாதுகாப்பு இல்லை என்பது மிகப்பெரிய தலைகுனிவு - விசிக தலைவர் தொல்.திருமாவளவன் எம்.பி  #thirumavalavan | #Modi | #ManipurViolence | #VCK | #Parliament | #VelichamTV
@thirumaofficial
|
@narendramodi
|
@annamalai_k
|
@AmitShah",128,08-08-2023
1634,"Alleged Kuki Militants With ZRA insignia and youths rally in full combat dress in Churachandpur poses a potential threat. #ManipurViolence 

""Is it permissible to openly carry sniper rifles in public spaces in India? If not, does this imply that the law and order situation in…",145,07-07-2023
1635,"மோடி மீது நாட்டு மக்கள் நம்பிக்கை இழந்துள்ளனர் | நாடாளுமன்றத்தில் திருமா அனல் பறக்கும் பேச்சு | #thirumavalavan | #LokSabha | #modi | #manipurincident | #ManipurViolence | #vck | #VelichamTV
@thirumaofficial @narendramodi @annamalai_k @BJPindia__",104,08-08-2023
1636,"This is unprecedented. Manipur Police files FIR against paramilitary forces.

This can happen only under BJP's regime. If you choose BJP , expect Chaos & anarchy.

#NoConfidenceMotion 
#RaghavChadha
#ManipurViolence",64,08-08-2023
1637,"Thank you sir  to enlighten us more about the kuki's freedom fighters. Truth shall remain as the truth, it can't be suppressed #ManipurViolence #MANIPUR #MeiteiLies #Meiteis",1,08-08-2023
1638,"Jab thak @BeerBicepsGuy ne Avijit Chawda sir ko bulaya thik tha!
But jis din @smritiirani ko bulaya
Man @BeerBicepsGuy hatsoff now your podcast channel is also advertsing BJP workers.
bjp needs to stop advertising themselves,

#ManipurVideo #ManipurViolence 
#BJPFailsIndia",0,08-08-2023
1639,"Manipur: Police to take charge of checkpoint at Moirang Lamkhal on Bishnupur-Kangvai Road

So far, Assam Rifles was deployed at the said checkpoint, however, now civil police and CRPF will take the charge naka.

#ManipurViolence #ManipurHorror",46,08-08-2023
1640,"The question as to why #ManipurViolence continue for so long and what has gone wrong is  succinctly explained here by @majoramitbansal
No effort by state govt to retrieve those weapons & ammo. In fact, more lootings allowed!

@ashoswai @rwac48 @ravishndtv
nitter.net/Rosy2333304761/s…",128,08-08-2023
1641,"We have 3 questions for PM Modi:

1. Why has PM Modi not visited Manipur till date?

2. Why did PM Modi take almost 80 days to speak on Manipur?

3. Why hasn't PM Modi sacked the CM of Manipur till date?

: @GauravGogoiAsm
Congress MP
#ManipurViolence
#NoConfidenceMotion",95,08-08-2023
1642,"Another proof of how its a state sponsored pogrom! #ManipurPolice commando firing at #Kuki village volunteers at #Kangvai 
#Manipur #ManipurViolence #ManipurViralVideo",98,27-07-2023
1643,"Youth Congress stages protest against govt
absoluteindianews.com/main-s…
@IYC @BJP4India #ManipurViolence @srinivasiyc @narendramodi @NBirenSingh #news",43,08-08-2023
1644,"Dimple Yadav in Loksabha on Manipur incident . 

#DimpleYadav 
#LokSabha 
#MonsoonSession2023 
#ManipurViolence",33,08-08-2023
1645,"Wow! Automatic rifles in the hands of the so-called Meitei civilians! And the best part is, they're roaming freely along with the Manipur state forces

If this is not a state sponsored terrorism, I don't know what to call it.

#ManipurViolence
#ManipurGENOCIDE
#EthnicCleansing",50,08-08-2023
1646,"Thank you @GauravGogoiAsm
ji for your fiery & BOLD speech.
#INDIA stands with #MANIPUR
This #NoConfidenceMotion
wasn't about numbers but #ManipurViolence 
Our representatives must keep asking uncomfortable questions and hold the ones in power accountable. piped.video/O7_CQha_rYk",5,08-08-2023
1647,"#NavneetRana का सवाल, मणिपुर का मुद्दा उठाया तो महिलाओं की बात क्यों नहीं की?  

सब्सक्राइब करें #TimesNowNavbharat bit.ly/TNNavbharatYouTube
 
#TimesNowNavbharatOriginals #TNNOriginals #ManipurViolence #Manipur #Parliament #ParliamentMonsoonSession",6,08-08-2023
1648,"Republic is #LIVE from Vijay Chowk ahead of the mega trust vote faceoff in Parliament; ""Conflict in Manipur is not religious,"" says Senior Journalist while speaking to Republic on Manipur issue. 

#ManipurViolence #Manipur #ManipurIssue #NoConfidenceMotion #INDIA #Parliament…",61,08-08-2023
1649,"#SaveMeitei 
#SaveMeiteis 
#ManipurViolence 
#JusticeForMeiteis",0,08-08-2023
1650,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2181,08-08-2023
1651,"We have 3 questions for PM Modi:

1. Why has PM Modi not visited Manipur till date?

2. Why did PM Modi take almost 80 days to speak on Manipur?

3. Why hasn't PM Modi sacked the CM of Manipur till date?

: @GauravGogoiAsm
Congress MP
#ManipurViolence
#NoConfidenceMotion",303,08-08-2023
1652,#SOS #KukiLivesMatter Looted guns & ammunition were carried out by the #Meitei civilians in front of the press without shame! How can Union government not do anything about it? Is no one responsible or accountable? Today is the 95th day of the #ManipurViolence @DefenceMinIndia,192,08-08-2023
1653,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2182,08-08-2023
1654,"aajtak
@AHindunews
@VHPDigital
@Aarya369_
@ashokkmrsingh
@ambedkariteIND
#ManipurViolence 
#manipurterrotist
Separate administration only salutions for peace ✌️",0,08-08-2023
1655,"#ManipurViolence
        
Police CDOs using #Muslims Masjid at Kwakta as a bunker which is a highest form of sacrilege. 
#Muslims r not part of dis #EthnicCleansing & could be a ploy 2 involve dem.
@Kahlissee",113,08-08-2023
1656,"@adgpi 
@Spearcorps 
@AmitShah 
@PMOIndia 
@narendramodi 

#SeparateAdministration4Kuki_Zo 
#SeparateAdministrationOnlySolution 
#ManipurViolence",0,08-08-2023
1657,"Vasavi kiro from Jharkhand who came to protest in Delhi.
Thank you Ma'am for standing for Truth.
@aajtak
@AHindunews
@VHPDigital
@Aarya369_
@ashokkmrsingh
@ambedkariteIND
#ManipurViolence 
#manipurterrotist",192,08-07-2023
1658,"#ManipurViolence 
Wat about these 2 girls from H. Khopibung vill. who met the same fate as those 2 women whose video surfaced? These 2 girls were later killed.

They were employed in a Car
wash at Konung Mamang Imphal, which’s an arm’s length from CM’s residence? 
#Kuki #Kuki_Zo",3119,20-07-2023
1659,"मैं मणिपुर पर चर्चा के लिए तैयार हूं...हमारे पास छिपाने के लिए कुछ नहीं है. आप (विपक्ष) ही हैं जिनके पास छिपाने के लिए कुछ है कि आप चर्चा नहीं होने दे रहे हैं: केंद्रीय गृह मंत्री अमित शाह

#AmitShah #DelhiServiceBill #ManipurViolence",1256,08-07-2023
1660,"Meitei Muslim villages was attacked by Kuki terrorists today in Kwakta. Assam rifle's chopper were seen uplifting the casualities on the Kuki's side.

As always @adgpi @Spearcorps were nowhere to be seen, My only respect for @manipur_police now 

#Manipur #ManipurViolence",221,08-07-2023
1661,"KUKI PROPAGANDA
According to @th_robert there is no ILLEGAL IMMIGRANTS in #Manipur 
Since the beginning of #ManipurViolence he has been lying continuously, changing GOALPOST every TV discussionShameless creature! 
#SaveMeiteis #ManipurHorror @Pamphlet_in @JNU_official_50",46,08-08-2023
1662,"@majoramitbansal reveal the truth on how #Meitei_Militants operate in Manipur. The Qs as to why #ManipurViolence continue for so long & what has gone wrong is  succinctly explained here.
No effort by the State Govt to retrieve those weapons & Ammo. In fact, more lootings allowed!",411,08-08-2023
1663,"Waah re waah! “The looted arms were from SoO camps,” claimed Mr Ranjit Kumar in his effort to mislead learned judges in the Supreme Court of India in today’s hearing in #ManipurViolence. The audacity to boldly lie and lie again, as portrayed by Mr Ranjit today, is unfortunately…",107,08-07-2023
1664,"Stop #meitei ethnicgenocide  against kukizo.
#ManipurViolence",2,08-08-2023
1665,"Vasavi kiro from Jharkhand who came to protest in Delhi.
Thank you Ma'am for standing for Truth.
@aajtak
@AHindunews
@VHPDigital
@Aarya369_
@ashokkmrsingh
@ambedkariteIND
#ManipurViolence 
#manipurterrotist",193,08-07-2023
1666,"#TELANGANA Mein Koie Bulldozer Nahi Chalte, Na Ghar Jalte Hain..
@asadowaisi

#ManipurViolence #Haryanaviolence #NuhVoilence",365,08-08-2023
1667,"When  Hate consumes the agressers aka N. BIREN SINGH and the govt.
#meiteimuslim mosque turned into a Bunker by #meitei State Forces #commandos .

Where is sanity??!!!!

#ManipurViolence
#savekukisfrommeiteis 

@PMOIndia 
@AmitShah
@paolienlal 
@RahulGandhi
@INCIndia 
@aajtak…",75,08-08-2023
1668,"#BREAKING | ‘பிரதமரின் மெளன விரதத்தை கலைக்கவே தீர்மானம் ’ - கெளரவ் கோகோய்  

#LokSabha | #NoConfidenceMotion | #GauravGogoi | #ManipurViolence | #NarendraModi",81,08-08-2023
1669,"One community seems desperate to drag Muslim community in #ManipurViolence
Police commandos forcibly occupied a masjid in Kwakta & used it as a base to draw fire so that later on they can tarnish & blame the KukiZo for any damage.

@ashoswai @dhruv_rathee",87,08-08-2023
1670,"#CrimeAgainstWomen
Time has its own way of revealing the truth.

The Print reported that so far there are 6 cases of Kuki women raped  in #ManipurViolence

Since May 3 the majority community (Meitei) started with fake news and they continue till today with a bunch of fake news…",516,14-07-2023
1671,In #ManipurViolence a Kuki-Zo MLA was brutally attacked in Imphal and left assumed dead; a Kuki-Zo cabinet minister’s house was burnt and he escaped near death attack; the state DGP belonging to a Kuki-Zo community was stripped of all commands and later replaced; All Kuki-Zo…,432,21-07-2023
1672,"A mosque in Kwakta Area, Manipur turned into a bunker by Meitei Militants. 

#manipur #manipurviolence #manipurisburning #manipurviralvideo #manipurvideo #meiteimilitants #meiteiterrorists #meiteirapists",4,08-08-2023
1673,"#MeiteiTerroristOrganisationsNumberingSix‼️

Defense and Strategic Analyst Major Amit Bansal @majoramitbansal succinctly explained: 

—Why #ManipurViolence continue for so long❓
—What has gone wrong is succinctly explained❓
—Why No effort by state govt to retrieve those weapons…",81,08-08-2023
1674,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2183,08-08-2023
1675,"""कांग्रेस के हाथ खून से भरे हुए हैं, चाहे वह नागालैंड, मिजोरम, असम, मणिपुर या पूर्वोत्तर के अन्य हिस्से हों""

◆ असम के सीएम @himantabiswa का बयान 

Assam CM | NorthEast | #ManipurViolence",87,08-08-2023
1676,"#Meitei Pangals in #Kwakta forced to flee, appeals for peace
#Meeteis #Kuki #violence #ManipurViolence #Zomi #MeiteiPangal #MeiteiMuslim #Manipur  

Must read | ukhrultimes.com/meitei-panga…",20,08-08-2023
1677,"#ManipurViolence
        
Police CDOs using #Muslims Masjid at Kwakta as a bunker which is a highest form of sacrilege. 
#Muslims r not part of dis #EthnicCleansing & could be a ploy 2 involve dem.
@Kahlissee",114,08-08-2023
1678,"#Manipur | Opposition leaders criticize government’s handling of violence in Manipur & Haryana during no-confidence motion debate.

#northeasttoday #NortheastTodaymagazine #Opposition #ManipurViolence #NoConfidenceMotion #SupremeCourt 

northeasttoday.in/2023/08/08…",1,08-08-2023
1679,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2184,08-08-2023
1680,"पंजाब तक पहुंची मणिपुर हिंसा की मार; दलित-ईसाई समुदाय की बंद की कॉल, स्कूलों में छुट्टी का ऐलान

#ManipurViolence 

hindi.news24online.com/state…",25,08-08-2023
1681,"Save Humanity...
SAVE MANIPUR #SaveKuki_Zo

Whatever is happening in #Manipur is because of #Modi ji, he is quiet from 3 month and he has all the powers
#ManipurBurning

#SaveManipur
#ManipurViolence #Kuki_Zo
#NuhViolence #HaryanaBurning",114,08-05-2023
1682,"#ManipurViolence at different levels
The new corrupted war strategy from the #Meitei is being exposed by Maktoob Media

The Manipur Police Commandos were seen misusing the Mosque in Kwakta as a bunker in the midst of cross-firing. The locals are not happy and say it’s…",204,08-08-2023
1683,"@majoramitbansal reveal the truth on how #Meitei_Militants operate in Manipur. The Qs as to why #ManipurViolence continue for so long & what has gone wrong is  succinctly explained here.
No effort by the State Govt to retrieve those weapons & Ammo. In fact, more lootings allowed!",412,08-08-2023
1684,"#ManipurViolence
        
Police CDOs using #Muslims Masjid at Kwakta as a bunker which is a highest form of sacrilege. 
#Muslims r not part of dis #EthnicCleansing & could be a ploy 2 involve dem.
@Kahlissee",115,08-08-2023
1685,"Gamsung pastor hon Nam Golhang ho dinga Frontline mun tah a taona a ga nei nao...

#ManipurViolence
#PrayforKuki_Zo

@KSOGHQ @KSO_Mumbai @KSOBengaluru @ksoshillong1961 @KSODelhi @KSOChennai @KSOAssam",255,08-07-2023
1686,"Opposition parties moved #NoTrustMotion to make #PMModi speak on #ManipurViolence: @nalinmehta, Group Consulting Editor, News18 

Nation wants PM to speak on #Manipur: @tehseenp

Opposition's agenda is to shoot & scoot away: #BJP's @Sanju_Verma_

@AnchorAnandN | #TheRightStand",4,08-08-2023
1687,"This is very interesting. I request all Indian to watch this video till the end. Meiteis are only defending and trying to protect their  homeland, who doesn't love their home?? 
@ndtv @republic @RahulGandhi
@pmo #ManipurViolence #SaveMeitei 
m.facebook.com/story.php?sto…",8,08-08-2023
1688,"Loksabhaમાં Manipur મુદ્દે Congressનાં MP Gaurav Gogoiએ PM Modiને ઘેર્યા

#pmmodi #loksabha #gauravgogoi #congress #manipur #manipurviolence #jamawat #jamawatupdate",171,08-08-2023
1689,"Vasavi kiro from Jharkhand who came to protest in Delhi.
Thank you Ma'am for standing for Truth.
@aajtak
@AHindunews
@VHPDigital
@Aarya369_
@ashokkmrsingh
@ambedkariteIND
#ManipurViolence 
#manipurterrotist",194,08-07-2023
1690,"#ManipurViolence
        
Police CDOs using #Muslims Masjid at Kwakta as a bunker which is a highest form of sacrilege. 
#Muslims r not part of dis #EthnicCleansing & could be a ploy 2 involve dem.
@Kahlissee",116,08-08-2023
1691,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2190,08-08-2023
1692,"#Manipur Police files FIR against Assam Rifles.
That's Biren Singh of BJP filing FIR against Amit Shah.
#ManipurViolence",12,08-08-2023
1693,"#Meiteiterrorists Attack and Torched  Three #KukiZo Villages Pangjang,NChingphei &Sijang  this morning around 5AM.
#SeparationOnlySolution 
#Kukis are dying and helpless

#ManipurViolence 
@HansrajMeena @jeegujja @majoramitbansal @Spearcorps @official_dgar @AmitShah @RahulGandhi",112,08-08-2023
1694,"மணிப்பூர் நிலவரம் பற்றி பிரதமர் பேச வேண்டுமென்கிற எதிர்க்கட்சிகளின் கோரிக்கை நிறைவேற்றப்படவில்லை. ஆனால் 20-க்கும் மேற்பட்ட மசோதாக்களை பாஜக அரசு நிறைவேற்றியிருக்கிறது. 

#ManipurViolence #BJP #PMModi #OppositionParties #indiaalliance #KalaignarSeithigal",18,08-08-2023
1695,"- मणिपुर हिंसा पर चर्चा के लिए आया अविश्वास प्रस्ताव 
- अगर मणिपुर का वीडियो वायरल न होता, पीएम मोदी की 30 सेकेंड की टिप्पणी भी न आती :  @RajivRanjanJDU  

#ADI | #ParliamentMonsoonSession | #ManipurViolence | @GauravAgrawaal",21,08-08-2023
1696,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2193,08-08-2023
1697,"आज़ लोकसभा में #NoConfidenceMotion
पर सत्ताधीश राहुल जी के भाषण पर बोलने कि तैयारी कर के आए पर प्रश्न पत्र में आ गए @GauravGogoiAsm
क्या गजब का भाषण दिया उन्होंने मेला लूट लिया
उन्होंने 3 प्रश्न पूछे मोदी सरकार से #ManipurViolence पर
#GauravGogoi
@INCIndia",67,08-08-2023
1698,"#ManipurViolence victims a #Kuki young girl entered Suchitra Badminton Academy.

A young badminton player Kimkim Khongsai from Khongsai Veng, Imphal was compelled to flee the Valley of Death (Imphal) and shifted to Hyderabad. 

On 4th May 2023, the unruly #Meitei mob burnt…",26,08-08-2023
1699,"#ManipurViolence 
#SaveKuki_Zo 
#Meiteiterrorists",1,08-08-2023
1700,"""कांग्रेस के हाथ खून से भरे हुए हैं, चाहे वह नागालैंड, मिजोरम, असम, मणिपुर या पूर्वोत्तर के अन्य हिस्से हों""

◆ असम के सीएम @himantabiswa का बयान 

Assam CM | NorthEast | #ManipurViolence",88,08-08-2023
1701,"Why are Manipur State Forces trying so hard to enter #Kuki_Zo areas ?

It's now needed more than ever to impose #PresidentsRule

@adgpi @Spearcorps

#ManipurGENOCIDE #ManipurViolence",452,29-07-2023
1702,"प्रिय @RahulGandhi आपण @Prksh_Ambedkar यांच्या 7 प्रश्नांचे उत्तर देण्याची तसदी घ्याल का?

1. दलित, आदिवासी, मुस्लीम आणि ओबीसींच्या खर्‍या प्रश्नांवर काँग्रेस आणि त्यांचे सहयोगी पक्ष कधी बोलणार? #ManipurCrisis आणि #ManipurViolence या दोन्हींबाबत तुमची प्रतिक्रिया अत्यंत उशीरा",68,08-08-2023
1703,          ,2194,08-08-2023
1704,"#DelhiServiceBill #DelhiServicesBill #DelhiOrdinanceBill #Rahul_is_Back #ManipurViolence 
#Mentoo
WE CAN SEE HOW UNSAFE WOMEN ARE. 
SHE HAS LIBERTY TO SLAP AND ABUSE ON DUTY MALE POLICE OFFICER .
अबला औरत की ड्यूटी पे तैनात पुलिस वाले को थप्पड़ मारने की हिम्मत हुई । मोदी जी।",97,08-08-2023
1705,"We have 3 questions for PM Modi:

1. Why has PM Modi not visited Manipur till date?

2. Why did PM Modi take almost 80 days to speak on Manipur?

3. Why hasn't PM Modi sacked the CM of Manipur till date?

: @GauravGogoiAsm
Congress MP
#ManipurViolence
#NoConfidenceMotion",96,08-08-2023
1706,"मणिपुर हिंसा: आदिवासी महिलाओं की मांग- सुप्रीम कोर्ट में की गई टिप्पणी वापस लें सॉलिसिटर जनरल

thewirehindi.com/255251/mani…

#ManipurViolence #SGTusharMehta #TribalWomen #SupremeCourt #मणिपुरहिंसा #एसजीतुषारमेहता #आदिवासीमहिलाएं #सुप्रीमकोर्ट",42,08-08-2023
1707,"I am a Bishnupriya Manipuri. I trace ancestry to Babruvahana, the son of Arjuna-Chitrangada. My Kuldevta is Apokpa, the sixth in lineage from Babruvahana. I am a VICTIM of EXODUS from MANIPUR due to Burmese attacks. Thread1 #ManipurViolence, #ManipuriExodus, #BishnupriyaManipuri.",7099,08-04-2023
1708,हिंसाचारात होरपळणाऱ्या मणिपूरमध्ये पोलिसांकडून आसाम रायफल्सच्या जवानांविरोधात एफआयआर दाखल. ही तुकडी म्हणे पोलिसांना त्यांचे कर्तव्य करू देत नव्हती. मैतेईंच्या विरोधात कुकी जमातीची बाजू घेत होती #ManipurViolence #AssamRifles,10,08-08-2023
1709,"""कांग्रेस के हाथ खून से भरे हुए हैं, चाहे वह नागालैंड, मिजोरम, असम, मणिपुर या पूर्वोत्तर के अन्य हिस्से हों""

◆ असम के सीएम @himantabiswa का बयान 

Assam CM | NorthEast | #ManipurViolence",89,08-08-2023
1710,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2198,08-08-2023
1711,"Meiteis' COCOMI boycott Manipur Govt. 

And COCOMI thinks they are going to rule Manipur. 

Lets all wait and watch. 

#MeiteiRapists
#ResignBiren
#SeparateAministration 
#SeparateAdministrationOnlySolution  #ManipurViolence #Manipur #ManipurOnFire #ManipurRiots…",251,08-06-2023
1712,"मणिपुर: मेईतेई महिला संगठन ने असम राइफल्स पर क्रूरता का आरोप लगाते हुए प्रदर्शन किया

thewirehindi.com/255239/meit…

#Manipur #ManipurViolence #MeiraPaibis #AssamRifles #मणिपुर #मणिपुरहिंसा #मीरापैबिस #असमराइफल्स",35,08-08-2023
1713,"Swine got Fried 

#ManipurViolence 
#PrayForManipur
#SaveManipur
#SaveMeitei",55,08-08-2023
1714,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2202,08-08-2023
1715,"Vasavi kiro from Jharkhand who came to protest in Delhi.
Thank you Ma'am for standing for Truth.
@aajtak
@AHindunews
@VHPDigital
@Aarya369_
@ashokkmrsingh
@ambedkariteIND
#ManipurViolence 
#manipurterrotist",195,08-07-2023
1716,"The current situation of Manipur Violence.

#Manipur #ManipurViolence #ManipurVideo #ManipurCrisis #ManipurBurning #Kuki #Meitei #SaveManipur",246,30-07-2023
1717,"Kukis are the Christian version of Rohingyas

Who allowed Kukis to migrate in India?



Nehru

#ManipurViolence",226,08-08-2023
1718,"We have 3 questions for PM Modi:

1. Why has PM Modi not visited Manipur till date?

2. Why did PM Modi take almost 80 days to speak on Manipur?

3. Why hasn't PM Modi sacked the CM of Manipur till date?

: @GauravGogoiAsm
Congress MP
#ManipurViolence
#NoConfidenceMotion",305,08-08-2023
1719,Punjab farmers take the lead in denouncing #ManipurViolence. Hats off.,1048,08-07-2023
1720,"15th July, M. Lucy Maring (age 57), a Naga woman, was brutally killed by the Arambai Tenggol in 
Sawombung area of Imphal East. Lucy was handed over to the Meitei militants by the #MeiraPaibis
#ManipurViolence #Manipur
#SeparateAministration #India
#SeparateStateOnlySolution",71,08-07-2023
1721,"#ManipurViolence victims a #Kuki young girl entered Suchitra Badminton Academy.

A young badminton player Kimkim Khongsai from Khongsai Veng, Imphal was compelled to flee the Valley of Death (Imphal) and shifted to Hyderabad. 

On 4th May 2023, the unruly #Meitei mob burnt…",27,08-08-2023
1722,#savemanipur #ManipurViolence  #SaveMeiteis,0,08-08-2023
1723,"@majoramitbansal reveal the truth on how #Meitei_Militants operate in Manipur. The Qs as to why #ManipurViolence continue for so long & what has gone wrong is  succinctly explained here.
No effort by the State Govt to retrieve those weapons & Ammo. In fact, more lootings allowed!",413,08-08-2023
1724,"Long Thread:

It's so simple to sit in AC Cabins & give Gyan to #ModiGovt on how to tackle #ManipurViolence ....while having no knowledge of Ground Reality!

Let me tell you Undisclosed Story on how .@PMOIndia & 
.@HMOIndia AVERTED Fresh Flare-up of Vi0£ence in #Manipur !

1/24",3424,08-07-2023
1725,"#ManipurHorror #ManipurVideo 

This is so true in the case of #Meiteis in this #ManipurViolence.

Groupthink is what they rely on and therefore believe whatever their leaders like Pramot Singh Chief of #MeiteiLeepun says. 

Wake-up dear Meitei Intellectuals.",28,08-07-2023
1726,मणिपुर में सार्वजिनक जगहों पर पुलिस के साथ मैतेई समुदाय के युवाओं के हाथों में हथियारों को देखकर सवाल उठता है कि ये हथियार लूटे गए है या सरकार द्वारा बांटे गए है? #ManipurViolence,2203,08-08-2023
